index,kind,status,worker_id,elapsed_s,error
146,small,200,groq_worker_2_2,90.25,
147,small,200,groq_worker_2_2,1.08,
148,small,200,groq_worker_1_2,1.36,
149,small,200,groq_worker_1_3,1.33,
150,large,200,groq_worker_1_3,4.64,
151,small,200,groq_worker_2_3,71.89,
152,small,200,groq_worker_2_2,55.89,
153,large,200,groq_worker_2_3,43.83,
154,small,200,groq_worker_2_2,88.16,
155,small,200,groq_worker_1_4,4.52,
156,small,200,worker_2_1,107.36,
157,large,200,groq_worker_2_4,4.83,
158,small,200,worker_1_1,18.64,
159,small,200,worker_2_1,103.25,
160,large,200,groq_worker_2_4,1.34,
161,small,200,groq_worker_1_3,91.2,
162,small,200,groq_worker_1_3,97.64,
163,small,200,groq_worker_1_4,1.36,
164,small,200,groq_worker_2_3,4.84,
165,small,200,groq_worker_1_3,93.31,
166,small,200,groq_worker_2_2,4.8,
167,small,200,groq_worker_2_4,91.14,
168,large,200,groq_worker_1_4,95.08,
169,small,200,groq_worker_2_3,67.34,
170,large,200,groq_worker_2_2,62.64,
171,small,200,worker_1_1,30.39,
172,small,200,worker_2_1,44.98,
173,large,200,groq_worker_1_4,111.47,
174,large,200,groq_worker_1_4,50.73,
175,large,200,groq_worker_1_2,107.08,
176,small,200,groq_worker_2_4,56.62,
177,small,200,groq_worker_1_2,109.3,
178,large,200,groq_worker_2_2,53.66,
179,small,200,groq_worker_1_4,30.08,
180,small,200,groq_worker_1_2,46.67,
181,small,200,groq_worker_2_2,20.69,
182,small,200,groq_worker_2_4,63.55,
183,small,200,groq_worker_1_3,1.51,
184,small,200,worker_1_1,110.09,
185,small,200,groq_worker_1_4,1.64,
186,small,200,groq_worker_2_4,5.34,
187,large,200,groq_worker_2_2,53.53,
188,large,200,groq_worker_2_2,5.01,
189,small,200,groq_worker_2_3,16.55,
190,large,200,groq_worker_2_4,16.42,
191,small,200,groq_worker_2_4,56.78,
192,small,200,groq_worker_2_3,5.34,
193,small,200,groq_worker_1_3,23.19,
194,small,200,groq_worker_1_2,111.55,
195,small,200,worker_1_1,90.58,
196,small,200,groq_worker_1_3,107.31,
197,small,200,groq_worker_1_4,82.14,
198,small,200,groq_worker_2_2,5.23,
199,small,200,groq_worker_1_2,97.25,
200,large,200,groq_worker_1_4,46.2,
201,small,200,groq_worker_1_4,23.2,
202,large,200,groq_worker_1_3,75.11,
203,large,200,groq_worker_1_2,1.62,
204,small,200,groq_worker_2_4,99.51,
205,small,200,groq_worker_2_2,5.45,
206,small,200,groq_worker_2_2,1.69,
207,small,200,groq_worker_2_4,89.08,
208,small,200,groq_worker_2_2,3.92,
209,small,200,groq_worker_1_4,41.58,
210,small,200,groq_worker_2_4,86.94,
211,small,200,groq_worker_2_4,37.73,
212,small,200,groq_worker_2_4,42.28,
213,small,200,groq_worker_2_3,3.92,
214,small,200,groq_worker_1_2,5.34,
215,large,200,groq_worker_1_2,84.66,
216,small,200,groq_worker_2_3,99.05,
217,small,200,groq_worker_1_2,5.12,
218,large,200,groq_worker_1_3,66.16,
219,small,200,groq_worker_1_4,5.14,
220,small,200,groq_worker_1_3,5.33,
221,small,200,worker_2_1,90.89,
222,small,200,groq_worker_2_2,67.05,
223,small,200,groq_worker_2_4,3.92,
224,large,200,groq_worker_1_3,77.31,
225,small,200,groq_worker_2_2,58.11,
226,large,200,groq_worker_2_2,9.51,
227,small,200,groq_worker_1_3,5.12,
228,small,200,groq_worker_1_2,9.51,
229,large,200,groq_worker_2_3,7.55,
230,large,200,groq_worker_1_3,49.47,
231,small,200,groq_worker_1_4,7.38,
232,small,200,groq_worker_1_2,7.3,
233,large,200,groq_worker_1_3,9.47,
234,small,200,worker_1_1,61.81,
235,large,200,groq_worker_1_2,3.81,
236,small,200,worker_2_1,78.72,
237,small,200,groq_worker_2_2,34.39,
238,large,200,groq_worker_1_3,3.83,
239,large,200,groq_worker_2_3,88.48,
240,small,200,groq_worker_1_3,25.48,
241,small,200,worker_2_1,58.61,
242,small,200,groq_worker_2_2,122.41,
243,large,200,groq_worker_2_4,74.86,
244,small,200,groq_worker_1_2,72.36,
245,small,200,worker_2_1,17.97,
246,small,200,groq_worker_1_4,3.84,
247,small,200,groq_worker_1_3,40.25,
248,large,200,groq_worker_2_4,35.53,
249,large,200,groq_worker_2_4,3.92,
250,large,200,groq_worker_1_4,3.83,
251,small,200,groq_worker_1_3,20.98,
252,small,200,groq_worker_2_3,122.38,
253,small,200,groq_worker_2_3,117.92,
254,small,200,groq_worker_1_2,99.31,
255,small,200,worker_1_1,48.7,
256,large,200,groq_worker_1_2,118.28,
257,small,200,groq_worker_2_3,6.61,
258,small,200,groq_worker_2_3,6.8,
259,small,200,groq_worker_2_2,6.56,
260,small,200,groq_worker_1_2,90.86,
261,small,200,groq_worker_2_4,4.97,
262,small,200,groq_worker_2_2,3.92,
263,small,200,worker_1_1,114.3,
264,small,200,groq_worker_2_3,53.8,
265,large,200,groq_worker_1_2,1.78,
266,small,200,groq_worker_1_2,2.09,
267,large,200,groq_worker_1_2,44.41,
268,large,200,groq_worker_2_2,115.66,
269,small,200,worker_2_1,49.12,
270,small,200,groq_worker_2_4,4.34,
271,small,200,groq_worker_1_3,3.83,
272,small,200,groq_worker_1_4,120.5,
273,small,200,groq_worker_2_3,3.92,
274,large,200,groq_worker_2_4,1.89,
275,large,200,groq_worker_2_3,53.67,
276,small,200,groq_worker_1_3,1.89,
277,large,200,groq_worker_1_3,89.12,
278,small,200,groq_worker_2_3,1.88,
279,small,200,groq_worker_1_3,18.72,
280,large,200,groq_worker_2_3,14.27,
281,small,200,groq_worker_2_3,4.33,
282,large,200,groq_worker_1_2,120.52,
283,large,200,groq_worker_1_2,18.47,
284,large,200,groq_worker_1_3,11.81,
285,small,200,groq_worker_2_3,60.59,
286,large,200,groq_worker_1_4,6.39,
287,small,200,groq_worker_2_2,1.88,
288,small,200,groq_worker_2_3,104.38,
289,small,200,groq_worker_2_2,71.49,
290,large,200,groq_worker_2_3,108.97,
291,small,200,worker_2_1,10.62,
292,small,200,groq_worker_2_4,49.03,
293,small,200,groq_worker_2_4,125.0,
294,small,200,groq_worker_2_4,77.14,
295,small,200,groq_worker_1_4,2.08,
296,small,200,groq_worker_1_2,11.7,
297,small,200,groq_worker_1_2,48.88,
298,small,200,groq_worker_2_2,108.95,
299,small,200,groq_worker_1_2,1.91,
300,small,200,groq_worker_1_3,2.08,
301,small,200,groq_worker_2_3,86.33,
302,small,200,groq_worker_1_3,14.24,
303,small,200,groq_worker_2_2,6.39,
304,small,200,groq_worker_1_2,6.34,
305,small,200,groq_worker_2_3,94.8,
306,small,200,groq_worker_1_3,6.38,
307,large,200,groq_worker_2_3,23.28,
308,large,200,groq_worker_1_4,82.27,
309,small,200,worker_2_1,25.12,
310,large,200,groq_worker_2_3,46.06,
311,large,200,groq_worker_1_4,122.74,
312,small,200,groq_worker_1_4,69.83,
313,small,200,groq_worker_2_3,62.86,
314,small,200,groq_worker_1_4,63.0,
315,small,200,groq_worker_2_2,79.25,
316,small,200,groq_worker_1_3,120.8,
317,small,200,groq_worker_1_4,86.48,
318,small,200,worker_1_1,42.3,
319,small,200,groq_worker_2_4,6.86,
320,small,200,groq_worker_1_4,18.61,
321,large,200,groq_worker_2_4,65.73,
322,small,200,groq_worker_2_3,74.2,
323,small,200,groq_worker_2_2,36.59,
324,small,200,worker_1_1,85.3,
325,large,200,groq_worker_1_4,5.47,
326,small,200,worker_2_1,76.11,
327,small,200,groq_worker_1_4,5.3,
328,small,200,groq_worker_1_2,20.67,
329,small,200,groq_worker_2_2,5.55,
330,small,200,groq_worker_2_3,5.11,
331,large,200,groq_worker_2_2,7.27,
332,small,200,worker_1_1,116.66,
333,large,200,groq_worker_1_3,5.42,
334,large,200,groq_worker_2_2,4.31,
335,small,200,groq_worker_1_3,123.02,
336,large,200,groq_worker_1_2,4.94,
337,large,200,groq_worker_1_2,5.45,
338,large,200,groq_worker_1_2,106.88,
339,small,200,groq_worker_2_3,5.45,
340,small,200,groq_worker_1_4,20.94,
341,large,200,groq_worker_2_4,59.02,
342,small,200,groq_worker_2_3,56.03,
343,small,200,groq_worker_2_3,104.5,
344,large,200,groq_worker_1_3,59.41,
345,small,200,groq_worker_1_3,37.98,
346,small,200,groq_worker_1_2,13.91,
347,small,200,groq_worker_2_2,124.61,
348,small,200,groq_worker_1_2,92.98,
349,small,200,groq_worker_2_4,70.3,
350,small,200,groq_worker_2_4,7.38,
351,small,200,worker_1_1,112.56,
352,small,200,worker_1_1,52.89,
353,small,200,groq_worker_2_4,6.67,
354,large,200,groq_worker_1_4,6.58,
355,small,200,groq_worker_2_3,9.75,
356,large,200,groq_worker_2_3,90.55,
357,small,200,groq_worker_1_3,118.58,
358,small,200,groq_worker_2_2,6.16,
359,small,200,groq_worker_1_2,56.52,
360,small,200,groq_worker_2_3,124.56,
361,large,200,groq_worker_1_3,135.53,
362,large,200,groq_worker_2_2,11.7,
363,large,200,groq_worker_1_4,11.78,
364,small,200,groq_worker_1_4,14.08,
365,small,200,groq_worker_1_2,137.25,
366,small,200,worker_1_1,98.3,
367,small,200,groq_worker_1_3,133.0,
368,small,200,groq_worker_1_2,6.98,
369,large,200,groq_worker_2_3,79.69,
370,large,200,groq_worker_2_4,101.66,
371,small,200,worker_2_1,54.66,
372,large,200,groq_worker_1_3,133.31,
373,large,200,groq_worker_2_4,95.28,
374,large,200,groq_worker_1_3,4.88,
375,large,200,groq_worker_2_2,47.98,
376,small,200,groq_worker_1_4,99.16,
377,small,200,groq_worker_1_3,99.67,
378,large,200,groq_worker_2_4,116.02,
379,large,200,groq_worker_1_3,6.12,
380,small,200,worker_1_1,80.92,
381,small,200,groq_worker_1_4,101.33,
382,small,200,groq_worker_1_2,16.16,
383,small,200,groq_worker_1_4,32.45,
384,small,200,groq_worker_1_3,101.91,
385,small,200,groq_worker_2_4,9.67,
386,small,200,worker_1_1,11.3,
387,small,200,groq_worker_2_2,32.12,
388,small,200,groq_worker_1_2,6.12,
389,small,200,groq_worker_1_4,16.34,
390,small,200,worker_2_1,21.94,
391,small,200,groq_worker_2_4,7.25,
392,large,200,groq_worker_1_2,88.77,
393,small,200,worker_1_1,104.26,
394,small,200,groq_worker_1_3,4.73,
395,small,200,groq_worker_2_2,29.91,
396,small,200,worker_2_1,95.76,
397,small,200,groq_worker_2_2,43.47,
398,small,200,groq_worker_2_4,82.53,
399,small,200,groq_worker_1_2,70.09,
400,small,200,groq_worker_1_2,32.94,
401,small,200,groq_worker_2_2,117.89,
402,small,200,groq_worker_2_4,33.25,
403,large,200,groq_worker_2_2,132.51,
404,large,200,groq_worker_1_2,74.55,
405,small,200,worker_2_1,111.72,
406,large,200,groq_worker_2_2,38.78,
407,large,200,groq_worker_1_4,6.16,
408,small,200,groq_worker_2_3,58.26,
409,small,200,groq_worker_1_3,7.12,
410,small,200,worker_2_1,77.36,
411,small,200,groq_worker_1_3,6.86,
412,small,200,groq_worker_1_4,7.22,
413,large,200,groq_worker_1_2,30.56,
414,small,200,groq_worker_1_2,4.73,
415,large,200,groq_worker_2_4,39.94,
416,large,200,groq_worker_1_3,44.92,
417,small,200,groq_worker_2_3,39.19,
418,large,200,groq_worker_2_2,92.34,
419,large,200,groq_worker_2_3,129.97,
420,small,200,groq_worker_2_3,18.78,
421,small,200,groq_worker_1_2,67.88,
422,small,200,worker_2_1,34.42,
423,small,200,groq_worker_1_3,72.78,
424,small,200,worker_1_1,100.16,
425,large,200,groq_worker_1_4,124.98,
426,small,200,groq_worker_2_3,7.33,
427,small,200,worker_1_1,44.44,
428,small,200,groq_worker_1_2,76.76,
429,small,200,worker_1_1,34.51,
430,large,200,groq_worker_2_3,130.26,
431,small,200,groq_worker_1_2,124.98,
432,large,200,groq_worker_2_4,46.76,
433,large,200,groq_worker_2_2,130.09,
434,small,200,worker_2_1,128.83,
435,small,200,groq_worker_2_4,6.09,
436,large,200,groq_worker_1_4,6.89,
437,small,200,groq_worker_2_4,6.98,
438,small,200,worker_2_1,68.83,
439,small,200,groq_worker_2_3,5.98,
440,small,200,groq_worker_2_4,82.66,
441,small,200,groq_worker_1_4,25.45,
442,small,200,groq_worker_2_2,25.11,
443,small,200,groq_worker_1_4,127.24,
444,small,200,worker_1_1,124.69,
445,small,200,groq_worker_2_2,5.97,
446,small,200,worker_2_1,127.3,
447,large,200,groq_worker_1_2,127.24,
448,small,200,groq_worker_1_2,25.11,
449,small,200,worker_2_1,79.55,
450,small,200,worker_2_1,72.24,
451,large,200,groq_worker_2_3,115.62,
452,small,200,groq_worker_2_2,85.89,
453,small,200,worker_1_1,119.8,
454,small,200,worker_1_1,121.27,
455,small,200,groq_worker_1_2,39.62,
456,small,200,worker_2_1,121.89,
457,small,200,groq_worker_1_3,127.49,
458,small,200,groq_worker_2_2,45.72,
459,small,200,groq_worker_2_4,72.5,
460,large,200,groq_worker_1_3,6.74,
461,small,200,worker_1_1,123.49,
462,small,200,groq_worker_1_4,43.88,
463,small,200,worker_2_1,120.34,
464,small,200,groq_worker_2_4,67.95,
465,small,200,worker_1_1,86.58,
466,large,200,groq_worker_1_4,60.75,
467,large,200,groq_worker_2_3,134.81,
468,small,200,groq_worker_2_3,81.94,
469,small,200,groq_worker_1_2,7.09,
470,small,200,groq_worker_1_2,56.7,
471,small,200,groq_worker_2_4,30.81,
472,small,200,groq_worker_2_4,18.59,
473,small,200,worker_2_1,83.83,
474,large,200,groq_worker_1_3,86.95,
475,large,200,groq_worker_2_2,130.27,
476,small,200,groq_worker_1_2,58.95,
477,small,200,groq_worker_1_2,6.7,
478,small,200,groq_worker_1_2,35.19,
479,small,200,groq_worker_2_4,93.12,
480,small,200,worker_1_1,22.67,
481,small,200,worker_2_1,123.16,
482,large,200,groq_worker_1_3,6.61,
483,small,200,groq_worker_1_4,6.77,
484,small,200,groq_worker_2_4,31.0,
485,small,200,groq_worker_2_2,6.7,
486,small,200,worker_2_1,98.91,
487,small,200,groq_worker_2_2,6.97,
488,large,200,groq_worker_1_3,31.19,
489,small,200,groq_worker_2_3,6.88,
490,small,200,groq_worker_1_2,61.2,
491,large,200,groq_worker_2_2,69.22,
492,small,200,groq_worker_2_3,30.14,
493,small,200,groq_worker_1_3,30.92,
494,large,200,groq_worker_1_2,6.83,
495,small,200,groq_worker_1_4,106.92,
496,small,200,worker_1_1,128.66,
497,small,200,groq_worker_1_3,33.42,
498,large,200,groq_worker_1_4,5.97,
499,large,200,groq_worker_1_2,41.99,
500,small,200,groq_worker_1_3,5.94,
501,large,200,groq_worker_1_2,3.14,
502,small,200,worker_1_1,105.7,
503,large,200,groq_worker_1_2,50.39,
504,small,200,worker_2_1,60.14,
505,small,200,worker_1_1,110.53,
506,large,200,groq_worker_2_4,5.8,
507,small,200,groq_worker_2_4,43.69,
508,large,200,groq_worker_2_4,126.3,
509,large,200,groq_worker_1_4,0.98,
510,small,200,groq_worker_2_4,1.14,
511,small,200,groq_worker_2_3,1.12,
512,large,200,groq_worker_1_3,0.74,
513,large,200,groq_worker_2_2,110.16,
514,small,200,groq_worker_1_4,8.5,
515,large,200,groq_worker_2_4,22.05,
516,small,200,groq_worker_1_4,83.3,
517,small,200,groq_worker_1_4,108.09,
518,large,200,groq_worker_2_3,5.25,
519,large,200,groq_worker_1_4,66.19,
520,small,200,groq_worker_2_4,3.81,
521,small,200,groq_worker_2_2,80.31,
522,large,200,groq_worker_2_3,131.2,
523,small,200,groq_worker_2_2,26.03,
524,small,200,groq_worker_1_2,121.47,
525,small,200,groq_worker_1_3,55.66,
526,large,200,groq_worker_2_4,4.0,
527,small,200,groq_worker_1_3,55.69,
528,small,200,groq_worker_2_3,91.14,
529,small,200,worker_2_1,23.02,
530,large,200,groq_worker_2_2,102.72,
531,small,200,groq_worker_1_2,61.95,
532,large,200,groq_worker_1_2,4.91,
533,small,200,groq_worker_2_4,121.12,
534,large,200,groq_worker_2_2,58.69,
535,small,200,groq_worker_1_3,4.89,
536,small,200,worker_2_1,117.11,
537,small,200,worker_1_1,85.86,
538,small,200,groq_worker_2_4,4.62,
539,large,200,groq_worker_2_3,82.34,
540,small,200,groq_worker_2_3,77.69,
541,large,200,groq_worker_1_2,99.59,
542,small,200,groq_worker_2_2,71.83,
543,large,200,groq_worker_2_2,81.97,
544,large,200,groq_worker_1_2,93.23,
545,large,200,groq_worker_2_2,2.83,
546,large,200,groq_worker_1_4,5.08,
547,large,200,groq_worker_2_3,2.91,
548,small,200,groq_worker_1_4,2.62,
549,small,200,groq_worker_2_3,34.88,
550,small,200,groq_worker_1_4,2.74,
551,large,200,groq_worker_1_4,89.14,
552,small,200,worker_1_1,70.34,
553,small,200,groq_worker_2_4,21.56,
554,large,200,groq_worker_1_3,121.45,
555,small,200,groq_worker_1_3,12.67,
556,small,200,groq_worker_1_2,2.19,
557,small,200,worker_1_1,22.17,
558,large,200,groq_worker_2_4,47.41,
559,small,200,groq_worker_2_4,57.39,
560,small,200,worker_2_1,60.78,
561,small,200,groq_worker_2_3,2.23,
562,small,200,groq_worker_2_4,2.05,
563,large,200,groq_worker_1_4,86.74,
564,large,200,groq_worker_2_2,12.14,
565,small,200,groq_worker_2_3,30.58,
566,small,200,groq_worker_2_3,28.34,
567,small,200,groq_worker_1_4,102.62,
568,large,200,groq_worker_2_2,2.78,
569,small,200,groq_worker_1_4,30.5,
570,small,200,groq_worker_1_2,26.48,
571,small,200,groq_worker_1_4,32.7,
572,small,200,groq_worker_2_3,65.27,
573,small,200,groq_worker_1_4,84.25,
574,small,200,groq_worker_1_3,47.41,
575,small,200,groq_worker_2_3,2.67,
576,large,200,groq_worker_1_3,103.06,
577,small,200,groq_worker_2_2,2.7,
578,small,200,groq_worker_1_3,2.58,
579,large,200,groq_worker_2_3,2.73,
580,small,200,groq_worker_2_4,2.67,
581,small,200,groq_worker_2_3,23.41,
582,small,200,groq_worker_1_4,34.62,
583,large,200,groq_worker_1_2,77.66,
584,large,200,groq_worker_1_2,77.83,
585,small,200,groq_worker_2_2,74.72,
586,small,200,worker_2_1,21.34,
587,large,200,groq_worker_1_2,18.2,
588,large,200,groq_worker_1_4,130.34,
589,small,200,groq_worker_2_2,18.12,
590,small,200,worker_1_1,10.25,
591,small,200,groq_worker_2_3,43.49,
592,large,200,groq_worker_1_4,69.69,
593,small,200,worker_2_1,82.84,
594,small,200,groq_worker_2_2,93.97,
595,small,200,worker_1_1,66.86,
596,small,200,groq_worker_2_2,101.76,
597,large,200,groq_worker_2_2,99.47,
598,small,200,groq_worker_1_3,56.7,
599,large,200,groq_worker_1_3,58.94,
600,small,200,groq_worker_1_2,32.44,
