index,kind,status,worker_id,elapsed_s,error
122,small,200,groq_worker_2_3,2.39,
123,small,200,groq_worker_1_3,2.41,
124,small,200,groq_worker_2_2,2.5,
125,large,200,groq_worker_1_4,2.41,
126,large,200,groq_worker_1_2,2.56,
127,small,200,groq_worker_2_3,2.41,
128,large,200,groq_worker_2_4,2.42,
129,large,200,groq_worker_1_3,2.48,
130,large,200,groq_worker_2_3,2.51,
131,small,200,groq_worker_1_4,2.47,
132,small,200,groq_worker_1_2,2.58,
133,large,200,groq_worker_2_4,2.45,
134,small,200,groq_worker_2_2,2.52,
135,large,200,groq_worker_1_3,2.52,
136,large,200,groq_worker_2_3,2.55,
137,large,200,groq_worker_2_4,2.55,
138,small,200,groq_worker_1_4,2.53,
139,small,200,groq_worker_2_2,2.55,
140,large,200,groq_worker_1_2,2.59,
141,small,200,groq_worker_2_2,2.56,
142,large,200,groq_worker_2_3,2.5,
143,large,200,groq_worker_2_4,2.45,
144,small,200,groq_worker_1_3,2.41,
145,large,200,groq_worker_1_4,2.48,
146,small,200,groq_worker_1_2,2.5,
147,small,200,groq_worker_2_2,2.66,
148,small,200,groq_worker_1_3,2.38,
149,small,200,groq_worker_1_4,2.52,
150,large,200,groq_worker_1_2,2.44,
151,small,200,groq_worker_2_3,2.48,
152,small,200,groq_worker_2_4,2.49,
153,large,200,groq_worker_2_2,2.61,
154,small,200,groq_worker_1_3,2.33,
155,small,200,groq_worker_2_3,2.55,
156,small,200,groq_worker_1_4,2.53,
157,large,200,groq_worker_1_2,2.45,
158,small,200,groq_worker_2_4,2.52,
159,small,200,groq_worker_2_2,2.66,
160,large,200,groq_worker_1_3,2.36,
161,small,200,groq_worker_2_3,2.56,
162,small,200,groq_worker_1_4,2.53,
163,small,200,groq_worker_1_2,2.48,
164,small,200,groq_worker_2_4,2.55,
165,small,200,groq_worker_2_2,2.66,
166,small,200,groq_worker_1_3,2.39,
167,small,200,groq_worker_2_3,2.59,
168,large,200,groq_worker_1_2,2.51,
169,small,200,groq_worker_1_3,2.58,
170,large,200,groq_worker_2_4,2.53,
171,small,200,groq_worker_2_2,2.64,
172,small,200,groq_worker_1_4,2.38,
173,large,200,groq_worker_1_2,2.42,
174,large,200,groq_worker_2_3,2.49,
175,large,200,groq_worker_1_3,2.44,
176,small,200,groq_worker_2_4,2.45,
177,small,200,groq_worker_2_2,2.58,
178,large,200,groq_worker_1_4,2.36,
179,small,200,groq_worker_1_2,4.49,
180,small,200,groq_worker_1_2,6.61,
181,small,200,groq_worker_2_3,2.55,
182,small,200,groq_worker_2_4,2.45,
183,small,200,groq_worker_2_2,4.7,
184,small,200,groq_worker_1_3,4.36,
185,small,200,groq_worker_1_4,2.36,
186,small,200,groq_worker_1_3,6.47,
187,large,200,groq_worker_2_3,4.62,
188,large,200,groq_worker_2_4,4.61,
189,small,200,groq_worker_2_2,6.73,
190,large,200,groq_worker_1_4,2.38,
191,small,200,groq_worker_1_2,8.58,
192,small,200,groq_worker_2_3,6.59,
193,small,200,groq_worker_1_3,8.62,
194,small,200,groq_worker_2_4,6.58,
195,small,200,groq_worker_2_2,8.81,
196,small,200,groq_worker_1_4,4.42,
197,small,200,groq_worker_1_4,6.53,
198,small,200,groq_worker_1_4,8.78,
199,small,200,groq_worker_2_3,8.7,
200,large,200,groq_worker_2_4,8.69,
